126.9139239,37.5206414
127.0506879,37.5837941
126.9809422,37.5311061
127.0617329,37.5481447
126.986175,37.5991001
126.9227127,37.6176107
127.0232435,37.6069889
127.0664088,37.4959815
127.0378001,37.4769532
126.8226558,37.5657621
126.9087792,37.5622933
127.1464401,37.549233
127.0771199,37.6552597
126.8707748,37.4758251
127.1144708,37.5048526
126.9438067,37.4654
126.8561354,37.5270363
127.093966,37.5953753
126.9443079,37.4965073
126.9356676,37.5828688
127.0317954,37.6658587
127.0147136,37.6469903
126.9941953,37.5579449
